id,latitude,longitude,name,Location,imgURL,Asset,category,AssetType,Description,Cost Details,Performance Notes (Benefits),Source
,,,,"Lawrence, KS",,University parking lot,urban,Green Infrastructure,Retrofit of parking lot with permeable pavement and rain gardens.,Not specified,"Managed stormwater, reduced flooding risk.",https://www.sbeap.org/sites/sbeap/files/green-infrastructure/case-studies/KU_Parkinglot-final.pdf
,,,,"Lawrence, KS",,University parking area,urban,Bioswale + Rain Gardens,Bioswales and rain gardens installed to filter and infiltrate runoff.,Not specified,"Improved water quality, increased infiltration.",https://www.sbeap.org/sites/sbeap/files/green-infrastructure/case-studies/KU_Bioswale-final.pdf
,,,,"Wichita, KS",,Environmental center access,urban,Green Infrastructure,"Two rain gardens, permeable parking lot, and surrounding landscaping.",Not specified,"Reduced runoff volume, enhanced public space.",https://www.sbeap.org/sites/sbeap/files/green-infrastructure/case-studies/ICT_WATERcenter-final.pdf
,,,,"Point Hope, AK",,7-mile evacuation road & coastal shoreline,shoreline,Dynamic revetment + dune,Planned: Build revetment and reinforced dune to protect shoreline and only evacuation route from erosion.,Not specified,"Reduces erosion, safeguards evacuation road",https://www.esri.com/about/newsroom/blog/point-hope-alaska-coastal-erosion?
,,,,"Parks Highway, AK (MP 99–163)",,12 fish-passage crossings on Parks Hwy,shoreline,Culvert/bridge replacement,"Under construction: Replace 9 culverts, 3 bridges to improve hydraulics and protect highway.",$48.5M total,"Opens 51.5 mi habitat, reduces flood risk at crossings",https://dot.alaska.gov/stwddes/dcspubs/assets/aop/parks_aop.pdf
,,,,"Cape Romain, SC",,Flood-prone coastal roads,shoreline,Marsh/barrier island restoration,"Planned: Restore marshes/barrier islands, elevate roads with wildlife corridors to prevent flood isolation.",Not specified,"Improves coastal flood resilience, maintains road access",https://sc.audubon.org/news/co-creating-inclusive-community-resilience-projects-nature-based-solutions
,,,,"Horry & Georgetown Co., SC",,Streets in flood-prone urban areas,shoreline,Wetland flood storage,Planned/shovel-ready: Create wetland/park space to store stormwater and protect streets from flooding.,Not specified,"Reduces roadway flooding, adds recreation space",https://www.cakex.org/case-studies/natural-defenses-natural-risks-south-carolina%E2%80%99s-north-coast-resilience-project
,,,,"Waikīkī, HI",,Waikīkī Beach shoreline,shoreline,Beach nourishment,"Ongoing: Annual sand replenishment to maintain beach that protects adjacent roads, hotels, and pedestrian pathways from wave damage.",~$2M/year,"Preserves shoreline, protects infrastructure, supports tourism economy",https://www.wbsida.org/waikiki-beach-maintenance
,,,,"Oʻahu, HI (Sunset Beach)",,Kamehameha Hwy shoreline dunes,shoreline,Dune restoration,Completed: Rebuilt native-plant dunes to shield highway from erosion and overwash.,Not specified,"Protects roadway, improves habitat, reduces storm damage",https://www.northshoreland.org/paumalu-sunset-beach-dune-restoration/
,,,,"West Maui, HI (Olowalu–Ukumehame)",,Old Honoapiʻilani Hwy ROW & realignment,shoreline,Living shoreline + park,Planned (2024–26): Restore 6-mile coastal zone after highway realignment inland; convert old ROW to living shoreline and park space.,Not specified,"Strengthens coastal resilience, protects new inland highway, enhances recreation",https://www.uhcdc.manoa.hawaii.edu/work/olowalu?
,,,,HI (general low-wave-energy coasts),,Coastal road embankments,shoreline,Vegetated living shoreline,Planned: Use native vegetation to stabilize embankments along sheltered coasts near transportation corridors.,Not specified,"Reduces erosion/flooding, protects adjacent roads",https://files.hawaii.gov/dbedt/op/czm/ormp/ormp_implementation/Coastal%20Adapt%20Menu/PDF%20Strategy%20Info%20Cards/Protect%20Living%20Shoreline%20Strategies/Protect_LS_Vegetation%20Only.pdf
,,,,"Point Hope, AK",,7-mile evacuation road & shoreline,shoreline,Dynamic revetment + dune,Planned: Build revetment and dune to protect evacuation route from erosion.,Not specified,"Safeguards evacuation road, reduces erosion",https://www.esri.com/about/newsroom/blog/point-hope-alaska-coastal-erosion
,,,,"Sheldon, ND",,Sheldon Road Bridge,stormwater,Riverbank stabilization,Completed: Riprap and slope shaping to stabilize eroding riverbank protecting bridge and approach road.,Not specified,"Prevents further erosion, ensures bridge safety",https://www.mvp.usace.army.mil/Home/Projects/Article/2135478/riverbank-stabilization-section-14-sheldon-road-bridge-north-dakota/
,,,,"Upper Sheyenne River Watershed, ND",,Rural roads & drainage crossings,stormwater,Wetland restoration + culvert upgrades,Planned: Restore wetlands and replace/resize culverts to reduce flooding on local roads.,Not specified,"Improves water retention, reduces flood closures",https://deq.nd.gov/publications/WQ/3_WM/NPS/Final_ProjectProposals/FY2022/w_UpperSheyenneWshedPilotProject_FY22PIP_Final.pdf
,,,,"Valley City, ND",,Riverbank near city bridge,urban,Riprap + vegetated bank,Completed: Stabilized eroded bank adjacent to bridge to protect structure and nearby road.,Not specified,"Prevents bank collapse, protects bridge integrity",https://www.newsdakota.com/2012/05/14/sheyenne-river-bank-erosion-project-for-valley-city/
,,,,"Yankton, SD",,Marne Creek Greenbelt trail,urban,Flood mitigation + trail,"Completed: Created concrete trail as part of flood mitigation along creek, protecting adjacent streets.",Not specified,"Adds recreation path, reduces flood impact on streets",https://www.cityofyankton.org/departments/parks-recreation-city-events/yankton-parks/auld-brokaw-trail-system
,,,,Various SD counties,,Highways along snow-prone areas,stormwater,Living snow fence,Ongoing: Planted tree/shrub windbreaks to prevent drifting snow on highways.,Not specified,"Reduces snow removal cost, improves winter road safety","https://danr.sd.gov/Conservation/docs/InfoPubs/LSF-Brochure.pdf#:~:text=What%20Are%20Living%20Snow%20Fences%3F,of%20traditional%20slatted%20snow%20fences"
,,,,"Scarborough, ME",,Route 1 crossing Scarborough Marsh,shoreline,Marsh restoration + culvert upgrade,"proposed, Restore tidal flow with culvert upgrades; marsh enhancement to reduce flooding",Not specified,"Protects Route 1 from tidal flooding, improves long-term highway resilience",https://www.nfwf.org/sites/default/files/coastalresilience/Documents/portland-and-midcoast-maine-watersheds-coastal-resilience-assessment.pdf
,,,,"Portland, ME",,Back Cove Trail & Boulevard,shoreline,Living shoreline + buffer,"Comcept, Install living shoreline, marsh enhancement, and vegetated buffer",Not specified,Protects coastal trail and adjacent road from erosion and sea level rise,https://www.nfwf.org/sites/default/files/coastalresilience/Documents/portland-and-midcoast-maine-watersheds-coastal-resilience-assessment.pdf
,,,,"Brunswick, ME",,Connector roads (redevelopment area),stormwater,Wetland + stream restoration,"Planning, Restore wetlands/streams as natural buffers in redevelopment district",Not specified,Protects access roads to Brunswick Landing redevelopment zone,https://www.nfwf.org/sites/default/files/coastalresilience/Documents/portland-and-midcoast-maine-watersheds-coastal-resilience-assessment.pdf
,,,,"Bath, ME",,Riverwalk trail + adjacent road,shoreline,Living shoreline + bank stabilization,"Proposed, Stabilize banks with vegetation and living shoreline near Kennebec River",Not specified,Safeguards riverside trail and adjoining roadway from erosion/flooding,https://www.nfwf.org/sites/default/files/coastalresilience/Documents/portland-and-midcoast-maine-watersheds-coastal-resilience-assessment.pdf
,,,,"Harpswell, ME",,Route 24 Causeway,stormwater,Marsh + tidal channel restoration,"Planning, Restore marsh and tidal flow along causeway crossing wetlands",Not specified,"Improves causeway stability against tidal flooding, reduces maintenance needs",https://www.nfwf.org/sites/default/files/coastalresilience/Documents/portland-and-midcoast-maine-watersheds-coastal-resilience-assessment.pdf
,,,,"Fort Wayne, IN",,Lake Ave. & River Greenway Trail crossings,stormwater,Culvert + Wetland,"Pierson Drain Improvements – Phase II: new culverts, stream realignment, wetlands at former golf course, two-stage ditch to reduce flooding. Status: Ongoing (expected completion Dec 2025)",Funded by GLSNRP + NFPP grants,"Reduces flooding, reconnects habitat, improves water quality, protects nearby roads and trail crossings",https://utilities.cityoffortwayne.org/projects/pierson-drain-improvements-phase-ii/
,,,,"Hobart, IN",,Local/county roads near Duck Creek,stormwater,Streambank Restoration,"Duck Creek Tributary Restoration: streambank stabilization, riparian buffer installation, wetland/stream habitat restoration. Status: Completed (2019–2024)",Not specified,"Reduced roadway flooding, 2850 ft riparian corridor restored, 289k gallons stormwater captured annually, 256 tons sediment prevented from entering Lake Michigan",https://delta-institute.org/project/restoring-the-duck-creek-tributary/
,,,,"Fort Wayne, IN",,"Bluffton Rd. (minor arterial, 23,400 vpd)",shoreline,Riverbank Stabilization,"Bluffton Rd – St. Marys Riverbank Resilience Project: stabilize 2400’ riverbank with riprap + native plants, storm outfall relocation, in-stream J-hooks/vanes. Status: Planned (funding sought, feasibility done)","$8M–$26M alt. ranges; $79,455 feasibility costs spent","Protects Bluffton Rd., sidewalk, pedestrian bridge, trail system; reduces erosion, improves aquatic habitat",https://4273298.fs1.hubspotusercontent-na1.net/hubfs/4273298/PROTECT-FortWayne-Indiana-2023.pdf
,,,,"Bayou La Batre, AL",,"Working waterfront (docks, fisheries, boatyards)",stormwater,Marsh + Shoreline Restoration,"Bayou La Batre Waterfront Revitalization: Lightning Point Shoreline Restoration + City Docks redevelopment, marsh + shoreline restoration with infrastructure upgrades. Status: Ongoing (2019–Present)",Not specified,"Supports seafood/shipbuilding economy, uses dredged material for marsh, increases public access",https://nationalworkingwaterfronts.com/portfolio_page/case-study-revitalizing-bayou-la-batres-working-waterfront-for-resilience-and-economic-development/
,,,,"Gulf Shores, AL (SR-180 Fort Morgan Rd)",,Alabama State Route 180,stormwater,Wetland/Marsh Accretion,"SR-180 Wetland Accretion NNBF Study: modeled marsh accretion using WARMER to test NNBF under SLR. Status: Research/Planned (modeling study, not built)",Research study – no project cost specified,Predicts marsh species effectiveness for protecting roadway under different SLR scenarios,https://etd.auburn.edu/handle/10415/9175
,,,,"Mobile County, AL",,Shell Belt & Coden Belt Roads (Portersville Bay),shoreline,Living Shoreline,"Shell Belt & Coden Belt Roads Living Shoreline: intertidal breakwaters + marsh vegetation to protect roads. Status: Terminated (deemed infeasible in 2017, funds reallocated)",Est. $8.05M,"Would have reduced erosion, protected roads, created habitat",https://www.gulfspillrestoration.noaa.gov/media/document/alabama-living-shorelines-phase-iv-ferp-fact-sheetpdf?
,,,,"Blue Ridge Parkway, NC & VA (multiple sites)",,Parkway roadway & slopes,shoreline,Slope stabilization & recovery,"Hurricane Helene (Sept 2024) caused thousands of downed trees, multiple landslides and loss of road segments; page tracks recovery and closures. Status: Ongoing (2024–2025)",Not specified,"Recovery projects include roadway resurfacing, bridge repair/replacement, signage, and other infrastructure improvements","https://www.nps.gov/blri/planyourvisit/helene-impacts-and-recovery.htm?fbclid=IwY2xjawIZ1X5leHRuA2FlbQIxMAABHZnPZMrriYJqNLP6z72ap2bwzFLFQRSS-n2S2qU4Qh3E7iUR3dIws7Z28g_aem_iAv87oWsfSTBGQPLuPnjxg#:~:text=In%20September%202024%2C%20Hurricane%20Helene,2025%20Road%20Construction%20Projects"
,,,,"Deep Gap & Linville Falls areas, NC ",,Parkway roadway slopes,shoreline,Slope repair (engineered),"Preemptive slope repairs: rock & soil anchors, slope netting, reconstruct fill slope; reopened Sept 2, 2022. Status: Completed (2022)",Not specified,"Addresses settlement, cracking, and rockfall hazards; restores safe travel and roadway integrity",https://www.nps.gov/blri/learn/news/nc-slope-repair-2022.htm?
,,,,"Lake Chelan area, WA ",,Upland roadside slope above Lake Chelan SR 971 MP 8.22,shoreline,Soil bioengineering (terracing + native plantings),"Slope regraded (~1.5:1), cedar bender board terraces built; extensive native shrub/tree planting; biosolids applied; construction complete Apr 28, 2000. Status: Completed (2000)",Not specified,Reduced erosion; stable planting platforms; improved establishment from biosolids application,"https://depts.washington.edu/trac/bulkdisk/pdf/491.1.pdf#:~:text=CHELAN%20Located%20at%20Mile%20Post,erosion%20and%20ditch%20maintenance%20needs"
,,,,"Near Forks, WA ",,Roadside cut slope (180 ft L × 86 ft H) SR 101 MP 174 (Lost Creek),shoreline,"Soil bioengineering (willow walls, fascines, cribwall) + rock apron","Stabilized shallow rapid landslide and rilling with willow walls, brush layers, fascines, etc.; rock apron at toe already in place. Status: Completed (1999–2000)",Not specified,Demonstrated soil bioengineering effectiveness for upland slope stabilization,"https://depts.washington.edu/trac/bulkdisk/pdf/491.1.pdf#:~:text=CHELAN%20Located%20at%20Mile%20Post,erosion%20and%20ditch%20maintenance%20needs"
,,,,"Raymond, WA ",,Roadside slope SR 101 MP 60.35,shoreline,Soil bioengineering (combined techniques),Upland slope stabilization using multiple soil bioengineering methods as part of WSDOT program. Status: Completed (1999–2000),Not specified,Report concludes approach is effective and economical for upland slopes,"https://depts.washington.edu/trac/bulkdisk/pdf/491.1.pdf#:~:text=CHELAN%20Located%20at%20Mile%20Post,erosion%20and%20ditch%20maintenance%20needs"
,,,,"Indiana Dunes State Park, Porter County, IN",,Dunes Creek through parking/park access to Lake Michigan,stormwater,Stream “daylighting” + wetland restoration,"Phase 1 (2005): daylighted ~825 ft + wetland + removed overflow parking; Phase 2 (after 2008 flood): daylighted ~700 ft, added bridge & sidewalk; dedicated 2012. Status: Completed (2012)",$1.4M ARRA + FEMA + INDOT + DNR; Phase 1 funded by Lake Michigan Coastal Program,"Flood protection, improved water quality to Lake Michigan, fish/wildlife habitat, expanded pedestrian access","https://www.outdoorhub.com/news/2012/06/13/indianas-dunes-creek-daylighting-project-dedicated/#:~:text=DNR%20officials%20today%20officially%20marked,channeled%20through%20a%20buried%20pipe"
,,,,"Newport, RI",,City roadway (Bellevue Ave),urban,"Green infrastructure (bioswales, infiltration)",Disconnects stormwater from Newport’s combined sewer system and redirects it into a separate drainage with green infrastructure along Bellevue Avenue to treat runoff.,"$400,000 awarded via DEM/Narragansett Bay fund ","Reduces CSO overflows, improves water quality, and increases resilience to stormwater flooding.", What's Up Newp
,,,,"Middletown, RI",,Town road & culvert (Green End Ave),urban ,Bioswales & enlarged culvert,Installs stormwater BMPs (bioretention) and replaces an undersized culvert to address flooding into North Easton Pond.,"$400,000 awarded via DEM/NBWPF grant (; $750,000 from Infrastructure Bank ","Reduces flooding, protects drinking water reservoir, and improves drainage resilience.", What's Up Newp
,,,,"Middletown, RI",,Town road culvert (Berkeley Ave),stormwater,Open-bottom stream culvert,Replaces an undersized culvert with an open-bottom design to restore stream continuity and aquatic habitat.,"$400,000 awarded via DEM/NBWPF grant ; part of $750,000 Infrastructure Bank funding ","Enhances aquatic connectivity, reduces flood risk, and reinforces roadway integrity.", What's Up Newp
,,,,"Jamestown, RI",,Coastal roadway (Beavertail Rd),shoreline,Dune restoration (living shoreline),Restores and stabilizes sand dune system at Mackerel Cove with vegetation to protect Beavertail Road from coastal erosion and flooding.,"$199,400 from OSCAR climate resilience fund ","Protects coastal roadway, stabilizes dunes, and supports bird & pollinator habitat.", What's Up Newp
,,,,"Coventry, RI",,Rural road culverts (2 locations),stormwater,Stream naturalization (open culverts),Planning to replace undersized culverts with open-bottom designs to reconnect the Flat River and improve fish passage and flood resilience.,"Part of $750,000 Infrastructure Bank grant (implied portion) ",Anticipated to reduce flooding and upgrade stream resilience while safeguarding rural roads., What's Up Newp
,,,,"Providence, RI",,Urban roadway corridors,urban,"Green infrastructure (bioswales, rain gardens, permeable pavement)","Retrofit of stormwater systems along streets to capture runoff, reduce flooding, and filter pollutants",Not specified in EPA doc (funded by EPA & RI DEM grants),Reduced stormwater volume entering Narragansett Bay; improved water quality and street aesthetics,https://www.epa.gov/snep/providence-ri-green-infrastructure-project
,,,,"Santa Fe, NM",,Santa Fe River Trail (Phases 1–4),stormwater,River greenway + stormwater,"Multi-phase restoration and trail project integrating floodplain reconnection, habitat restoration, and recreational pathway","Not specified (funded by City, NMDOT, FHWA, Trust for Public Land)","Enhanced flood control, restored riparian habitat, new transportation & recreation corridor",https://www.westonsolutions.com/project/santa-fe-river-trail-and-channel-restoration-phases-1-4-nm/
,,,,Nebraska (statewide highways),,Roadside rights-of-way,wildlife,Pollinator habitat / roadside vegetation,Conversion of highway ROW to native prairie and pollinator habitat in partnership with conservation groups,Not specified,"Provides erosion control, reduces mowing costs, supports pollinators, improves roadside safety","https://dot.nebraska.gov/news-events/transportation-tidbits/a-different-kind-of-roadside-assistance/#:~:text=entomology,plants%20and%20surveying%20bee%20colonies"
,,,,"Lincoln, NE",,Trail corridor,urban,Prairie restoration + trail,Development of recreational trail with tallgrass prairie restoration alongside the route,Not specified,Connects transportation trail with ecological corridor; preserves prairie heritage; improves trail aesthetics,"https://www.railstotrails.org/trailblog/developing-trail-in-lincoln-celebrates-nebraskas-tallgrass-prairie-legacy/#:~:text=The%20Prairie%20Corridor%20project%20has,resources%20on%20their%20own%20land"
,,,,"Lincoln, NE",,South Beltway highway,stormwater,Wetland/stream mitigation,Large highway project with integrated wetland and stream mitigation areas,Not specified in EIS,"Mitigation protects waterways, improves flood resilience, offsets construction impacts","https://www.benesch.com/project/lincoln-south-beltway-eis-study/#:~:text=As%20part%20of%20the%20project%2C,impacts%20tab%20for%20this%20project"
,43.93400762,-91.81301772,,"Missoula, MT",,Grant Creek near I-90,stormwater,Stream restoration + fish passage,"Removed barriers, re-meandered creek, reconnected floodplain to protect adjacent road & rail",Not specified,"Reduced flood risk to I-90 corridor, restored trout habitat, improved resilience","https://clarkfork.org/our-work/grant-creek-restoration/#:~:text=In%20October%20of%202022%2C%20the,of%20a%20restored%20natural%20channel"
,45.8179263,-111.8729817,,"Three Forks, MT",,Jefferson River levee/roadway area,urban,"Green infrastructure (bioswales, rain gardens, permeable pavement)","Retrofit of stormwater systems along streets to capture runoff, reduce flooding, and filter pollutants",Not specified in EPA doc (funded by EPA & RI DEM grants),Reduced stormwater volume entering Narragansett Bay; improved water quality and street aesthetics,"https://threeforksmontana.us/jefferson-river-flood-mitigation-project#:~:text=The%20City%20of%20Three%20Forks,before%20ever%20reaching%20the%20city"
,,,,"Blue River, Oka’ Yanahli Preserve, south-central Oklahoma",,ODOT mitigation site near state highway corridor (Blue River watershed),stormwater,Stream & wetland restoration + riparian reforestation,"28-acre restoration re-carving historic creek routes; ≈4,800 ft stream enhancement + 5,300 ft stream restoration and ≈12 acres wetland restoration; planted 4,001 native trees; first cooperative project with ODOT; consultant monitoring 2–3×/yr",>$3M in mitigation funds under USACE permit (no detailed breakdown),"Improves water quality, reduces erosion, and provides long-term watershed resilience; benefits Blue River watershed and highway mitigation goals",https://www.nature.org/en-us/about-us/where-we-work/united-states/oklahoma/stories-in-oklahoma/blue-river-restoration/
,,,,"Niangua Darter habitat, Missouri (central MO)",,"County road low-water crossings (Green’s Slab, Griswald’s Slab, Howard’s Ford)",stormwater,Culvert replacement/open-bottom spans + stream restoration (MoDOT Stream Mitigation Bank),"Replace three low-water crossings with open-bottom spans to restore natural streambed continuity, enable sediment transport, and reconnect fish passage; first MoDOT Stream Mitigation Bank",Not specified,Reconnected aquatic organism passage; reduced maintenance; long-term biological monitoring; recognized by FHWA as an Exemplary Ecosystem Initiative (2009),(https://www.modot.org/stream-mitigation
,,,,"Great Bay watershed, New Hampshire ",,Municipal streets & parking areas draining to road network; snow dump facility,urban,"Green stormwater infrastructure (rain gardens, bioretention, rain barrels)",NERRS Collaborative implemented GI installations in six communities as demonstration projects to improve stormwater management; includes roadside and parking lot retrofits,Not specified,"GI mimics natural hydrology (infiltration/filtration), improves water quality, reduces runoff impacts, and provides transferable case studies",https://nerrssciencecollaborative.org/sites/default/files/resources/Research_SciCollab_BuildingResilNewHampshire.pdf
,,,,"St. Louis, Missouri ",,I-44 “Park Over the Highway” land bridge at Gateway Arch,urban,Urban green infrastructure / highway cap,"Landscaped park cap over I-44 reconnecting downtown with Gateway Arch grounds; includes trees, lawns, and pedestrian/bike paths",$380M overall CityArchRiver project (cap portion bundled),Restores pedestrian & bicycle connectivity severed by interstate; reduces heat island locally; integrates green space over federal highway,https://www.fhwa.dot.gov/candc/factsheets/interstate44.pdf
,,,,"New Hampshire Seacoast (Rye, Hampton, Seabrook)",,NH Route 1A and feeder coastal roads,stormwater,Salt marsh restoration / tidal culvert upgrades,"Restore >1,000 acres of salt marsh via hydrology fixes (culvert replacement, re-grading, planting) under Salt Marsh Keystone Initiative to buffer roads and communities",~$3M federal support (BIL + IRA funding),"Marshes act as living shorelines, attenuating waves/storm surge and protecting coastal highways/bridges",https://www.fws.gov/story/2024-01/keystone-initiative-centers-salt-marsh-conservation
,,,,"Rye & Stratham, NH",,State roads with 3 tidal culverts,stormwater,Tidal culvert replacement & salt marsh reconnection,"Replace three undersized tidal culverts with larger, climate-ready designs; improves tidal flow, reduces road flooding/erosion, supports fish passage.",$2.9M (NOAA Bipartisan Infrastructure Law grant),Construction starts 2025; reduces flood risk to NH coastal roads; improves ecosystem connectivity.,https://coast.noaa.gov/states/stories/
,,,,"Tulsa County, OK",,Creek Turnpike bridges over Haikey Creek,stormwater,Bridge rehab + wetland/stream mitigation,Bridge deck & beam replacement with temporary access roads; project includes impacts/restoration of ~5.23 acres of wetlands/streams with mitigation plan.,Not specified; mitigation plan filed under OTA JP 37900(04),ARPP and restoration ensure wetlands/streams restored post-construction; protects floodplain function adjacent to turnpike.,https://www.odot.org/contracts/2025/25061901/docs/CO040_25061901_JP3790005_Supplemental/14-3790005-Restoration%20Plan.pdf
,,,,"Elmore, VT",,VT-12 culvert (Bridge 90),stormwater,AOP culvert replacement,Replace deteriorated 6’ corrugated metal pipe with 23’ span open-bottom buried structure; restores bankfull width & natural substrate.,Preliminary cost matrix prepared (2020 scoping),Meets aquatic organism passage & hydraulic standards; restores stream alignment; improves safety and flood resilience.,https://outside.vermont.gov/agency/VTRANS/external/Projects/Structures/18B003/2%20-%20Scoping%20Report.pdf
,,,,"Charlotte, VT",,East Thompson Point Road swale (Mack Farm),urban,Roadside bio-retention & swale stabilization,"Installed 3-cell bio-retention with stone berms, realigned & vegetated swale, replaced farm culvert, added stone check dams.",VTrans Better Back Roads grants + local match,Improves water quality; reduces erosion; swale sized for 100-yr storm; culvert passes 10-yr flood; vegetated buffers maintained.,https://static1.squarespace.com/static/57d1b980d482e9f1f107981b/t/59035bffdb29d6ed4f76115f/1493392411498/Mack+EastThompsonPointRoad_PostConstructionDocumentation.pdf
,,,,Oklahoma (statewide program),,Unpaved county roads,urban,"Road stabilization BMPs (ditches, vegetation, surfacing)","OCC program funds county projects to stabilize unpaved roads, reduce sediment runoff, and protect streams/drinking water sources.",Up to $75k per project grant funding,Reduces sedimentation into streams; lowers long-term road maintenance costs; BMP training required.,https://conservation.ok.gov/unpaved-roads-program
,,,,"Portsmouth–New Castle, NH",,Route 1B causeway (pilot study),shoreline,Coastal natural infrastructure  ,"FHWA + NHDOT study of elevating causeway, adding fringing salt marsh & eelgrass to buffer flooding. Explored hybrid natural/gray alternatives.",Alternatives ranged $0.5M–$12.3M,"Identified ecological & access benefits; not yet constructed, but designed as an implementation path.",https://www.fhwa.dot.gov/environment/sustainability/resilience/ongoing_and_current_research/green_infrastructure/northeastern
,,,,"Berkeley Springs, WV",,Downtown streets & business district,urban,Green Infrastructure,"Installed rain gardens, permeable pavers, bioretention tree boxes, and underground Silva cells to reduce flooding and manage stormwater",Funded through local + federal partnerships; added into capital projects for cost efficiency,"Reduced stormwater runoff, decreased flooding, improved business continuity, educational opportunities","https://www.chesapeakebay.net/files/Success-Stories_Berkley-Springs.pdf#:~:text=PROJECT%20SUMMARY%20In%20fall%202012%2C,The%20new%20elements%20included"
,,,,"Wheeling, WV",,Downtown Streetscape,urban,Urban Streets,$37M WVDOH project includes bioswales and stormwater planters along main streets,$37M total project cost,Bioswales reduce runoff and improve aesthetics while supporting downtown revitalization,"https://www.theintelligencer.net/news/top-headlines/2025/04/officials-downtown-wheeling-streetscape-benefits-more-than-cosmetic/#:~:text=Wheeling%20city%20officials%20on%20Tuesday,37%20million%20Downtown%20Streetscape%20Project"
,,,,"Jefferson County, WV (Cool Spring Preserve)",,Parking lot & visitor facilities,urban,Permeable Pavement / Stormwater,"Plan for expanded lot with permeable pavers, new stormwater bioretention area, composting restroom, EV chargers, solar integration",$35k + $20k grants (design & engineering),"Expected: improved stormwater collection, erosion control, sustainable visitor amenities",https://www.journal-news.net/journal-news/proposal-for-upgrades-presented-to-cool-spring-preserve/article_c3af0150-0adb-5c67-80c8-9de1fba2fe1a.html
,,,,"Tomlinson Run State Park & Watters Smith Memorial State Park, WV",,Stream corridors adjacent to park roads,stormwater,Stream Restoration,"Re-meandered channels, added boulders/logs, restored riparian vegetation to offset impacts from nearby roads",Mitigation banking by WVDOH with Water & Land Solutions,"Improved aquatic habitat, reduced erosion/sedimentation, restored floodplain connectivity","https://wonderfulwv.com/teamwork-makes-the-stream-work/#:~:text=%E2%80%9CFor%20example%2C%E2%80%9D%20explains%20Nate%20Ober%2C,%E2%80%9D"
,,,,"Snake River Bridge, Jackson, WY",,Highway 22 bridge & approaches,wildlife,Bridge/Wildlife/NBS,"Bridge replacement included extended span, 4 wildlife crossings, wetland restoration, boardwalk, floodplain recreation",~$50–60M (part of >$100M corridor improvements),"Reduced wildlife-vehicle collisions, restored wetlands, enhanced recreation & flood resilience","https://www.dot.state.wy.us/news/wydot-wins-national-environmental-award-for-snake-river-bridge-project#:~:text=diverse%20set%20of%20challenges%2C%20including,considerations%E2%80%9D%20in%20conferring%20the%20award"
,,,,"Dry Piney, US 189, WY",,Highway corridor,wildlife,Wildlife Crossings,Installed 7–8 underpasses with wildlife fencing along 19 miles,~$17M (BUILD grant + WYDOT),"Reduced collisions 85–90%, reconnected mule deer/pronghorn migration routes","https://wgfd.wyo.gov/News/Game-and-Fish-and-WYDOT%E2%80%99s-%E2%80%98Wildlife-Crossing%E2%80%99-init#:~:text=Piney%2C%20Sweetwater%2C%20Bates%20Hole%20and,Halleck%20Ridge"
,,,,"Kemmerer–Evanston, US 189, WY",,Highway corridor,wildlife,Wildlife Crossings,"Planned 5 underpasses + 1 overpass with fencing, culvert retrofits, native revegetation",~$37.4M (FHWA grant + partners),"Projected to cut collisions 80–90%, supports deer & pronghorn herds, construction 2025–2028","https://wgfd.wyo.gov/news-events/kemmerer-wildlife-crossing-project-track-summer-2025-construction#:~:text=Beyond%20crash%20data%2C%20this%20project,Piney%20and%20Trapper%E2%80%99s%20Point%20crossings"
,,,,"Shutts Flats, Sheridan Co., WY",,Wetland near Burgess Junction highway,wildlife,Wetland Mitigation,"Restored <1 acre wetland to offset impacts from WYDOT highway upgrade; recontoured soils, planted vegetation","Small-scale (tens of thousands, covered by WYDOT mitigation budget)","Provides stormwater retention, erosion control, habitat, improved water quality","https://www.fs.usda.gov/r02/bighorn/projects/archive/48741#:~:text=Return%20the%20Shutts%20Flats%20wetland,for%20the%20Burgess%20South%20project"
,,,,"Statewide, WY",,Multiple highways,stormwater,Living Snow Fence,Vegetative windbreaks of trees/shrubs along roads to trap drifting snow,WYDOT allocates $100k annually; 57 projects installed,"Safer winter travel, reduced plowing/maintenance, 50–75 year lifespan, wildlife habitat co-benefits",https://wsfd.wyo.gov/forestry-assistance-programs/living-snow-fence